screen_time_minutes,accelerometer_mean,gyroscope_mean,touch_events_per_minute,battery_consumption_per_hour,cpu_usage_percent,background_apps_running,device_temperature_c,usage_class,overheating_flag,cpu_usage,battery_drain,temperature,memory_usage,screen_time,gaming_time,social_media_time,Age_Group,Usage_Type,Health_Risk,total_usage,usage_intensity
275,19.57996788,2.051089176,182,15.33993043,62,12,41.33756463,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,80,13,45,4675,5.97,4.15,0.54,Young Adult,Gaming,Medium,10.66,1.78559464
,,,,,,,,,,62,23,49,5146,8.49,4.98,0.19,Teen,Gaming,High,13.66,1.608951708
,,,,,,,,,,13,28,48,2931,7.41,3.75,4.42,Teen,Social Media,Medium,15.58,2.102564103
57,19.60859852,7.169349917,162,30.80662285,36,19,31.34454677,1,0,,,,,,,,Adult,Productivity,Low,,
411,1.968078473,14.79454209,110,14.29977205,6,26,38.15250422,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,57,23,42,7665,7.45,1.74,2.73,Teen,Social Media,Medium,11.92,1.6
263,2.641025616,3.032628564,81,6.656837956,54,5,46.62331545,1,1,,,,,,,,Adult,Productivity,Low,,
134,17.35068724,9.524690528,57,11.90525317,50,23,40.21186888,0,0,,,,,,,,Adult,Productivity,Low,,
174,5.08419019,0.999501852,1,7.548366945,8,14,48.30065819,0,1,,,,,,,,Adult,Productivity,Low,,
241,11.61941142,5.243830453,104,28.13163695,64,10,37.15538796,1,0,,,,,,,,Adult,Productivity,Low,,
322,4.84807751,1.354988185,114,3.539610204,60,8,46.52396816,1,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,53,9,49,6177,5.12,2.85,3.21,Young Adult,Social Media,Medium,11.18,2.18359375
,,,,,,,,,,74,27,32,6188,6.65,4.52,2.94,Young Adult,Gaming,Medium,14.11,2.121804511
,,,,,,,,,,56,25,37,4051,9.49,2.06,5.54,Teen,Social Media,High,17.09,1.800842993
,,,,,,,,,,30,18,40,2166,9.55,4.6,3.09,Teen,Gaming,High,17.24,1.805235602
,,,,,,,,,,93,10,30,1830,5.02,3.75,3.38,Young Adult,Gaming,Medium,12.15,2.420318725
156,9.981567695,6.841306185,25,21.20945921,88,4,49.66273427,1,1,,,,,,,,Adult,Productivity,Low,,
235,0.404560352,9.749901462,46,18.72285061,9,17,42.52665983,0,0,,,,,,,,Adult,Productivity,Low,,
390,3.600912528,8.296238695,11,24.56795719,12,2,34.70294106,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,50,20,30,7484,5.48,3.49,4.24,Young Adult,Social Media,Medium,13.21,2.410583942
148,19.91704436,9.005489003,73,17.40011697,64,6,45.34952922,0,1,,,,,,,,Adult,Productivity,Low,,
111,3.855271456,9.720383007,111,1.079539281,30,14,48.61307211,0,1,,,,,,,,Adult,Productivity,Low,,
117,7.16261329,0.090527946,109,1.035002315,89,12,32.69725006,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,63,21,35,2081,2.67,3.63,3.39,Adult,Gaming,Low,9.69,3.629213483
,,,,,,,,,,91,5,32,4147,8.93,4.84,0.31,Teen,Gaming,High,14.08,1.576707727
262,6.176740821,8.738381187,51,22.66587371,99,26,47.31543505,1,1,,,,,,,,Adult,Productivity,Low,,
19,6.99145599,12.61861429,162,18.5466867,84,17,34.52378279,1,0,,,,,,,,Adult,Productivity,Low,,
171,19.89155516,3.809064471,169,15.9950935,29,25,37.51495332,1,0,,,,,,,,Adult,Productivity,Low,,
90,13.06454696,7.342756522,36,31.89584452,83,7,45.57171222,0,1,,,,,,,,Adult,Productivity,Low,,
57,6.630238083,5.156369996,1,34.39923751,53,24,33.71589059,0,0,,,,,,,,Adult,Productivity,Low,,
19,6.600359712,13.12104819,49,8.839352657,46,24,49.11068618,0,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,87,12,45,3816,9.82,3.49,0.7,Teen,Gaming,High,14.01,1.426680244
328,10.31519076,13.50002831,199,17.03210364,18,5,28.1150515,1,0,,,,,,,,Adult,Productivity,Low,,
396,14.32044257,13.41854808,113,21.30731846,46,9,36.26954227,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,17,5,37,7070,4.38,0.32,1.4,Young Adult,Productivity,Low,6.1,1.392694064
105,11.11869074,6.157348479,42,11.14473065,69,22,40.43048384,0,0,,,,,,,,Adult,Productivity,Low,,
210,7.95436019,8.869840662,179,32.70805692,26,20,43.29077503,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,64,16,37,6315,9.74,0.67,3.19,Teen,Social Media,High,13.6,1.396303901
,,,,,,,,,,74,13,37,3489,5.49,2.92,0.83,Young Adult,Gaming,Medium,9.24,1.683060109
,,,,,,,,,,87,12,45,3816,9.82,3.49,0.7,Teen,Gaming,High,14.01,1.426680244
399,14.13117885,5.025595999,193,33.89538296,37,17,36.10280967,1,0,,,,,,,,Adult,Productivity,Low,,
116,7.745616444,14.38816818,17,12.7645633,93,2,37.68437796,1,0,,,,,,,,Adult,Productivity,Low,,
134,17.35068724,9.524690528,57,11.90525317,50,23,40.21186888,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,83,21,30,4672,2.91,1.04,1.98,Adult,Productivity,Low,5.93,2.037800687
112,7.769392757,14.95897024,11,4.938691131,30,17,35.44188513,0,0,,,,,,,,Adult,Productivity,Low,,
222,4.52927071,8.845184803,168,7.812210881,5,22,32.13654416,1,0,,,,,,,,Adult,Productivity,Low,,
139,8.623458051,2.396816357,157,22.17987102,45,29,43.13896353,1,0,,,,,,,,Adult,Productivity,Low,,
191,11.4723132,11.13484062,29,9.416358491,81,16,37.0776805,0,0,,,,,,,,Adult,Productivity,Low,,
411,1.968078473,14.79454209,110,14.29977205,6,26,38.15250422,1,0,,,,,,,,Adult,Productivity,Low,,
347,14.76700758,12.42771626,76,31.92383337,12,12,43.98215773,1,0,,,,,,,,Adult,Productivity,Low,,
154,19.47591035,14.11095082,122,26.80721875,10,21,45.98389359,0,1,,,,,,,,Adult,Productivity,Low,,
55,8.744447874,10.39113024,168,2.866008898,7,13,39.05645368,1,0,,,,,,,,Adult,Productivity,Low,,
348,9.763713696,13.79168945,29,34.33961121,36,25,47.09724718,1,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,17,6,31,6323,5.85,2.74,5.81,Young Adult,Social Media,Medium,14.4,2.461538462
390,1.757359783,1.645153789,146,30.04313233,90,8,40.98764919,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,56,23,36,2369,2.8,0.18,2.06,Adult,Social Media,Low,5.04,1.8
43,11.16450027,6.882153278,150,25.54417935,58,21,41.27672867,0,0,,,,,,,,Adult,Productivity,Low,,
107,17.14085341,5.437159173,100,11.69628293,94,14,37.83845589,1,0,,,,,,,,Adult,Productivity,Low,,
256,17.2220519,6.034492309,184,34.63228693,83,22,32.73444118,1,0,,,,,,,,Adult,Productivity,Low,,
389,19.37617369,12.38573352,106,26.84319867,95,17,36.83287495,1,1,,,,,,,,Adult,Productivity,Low,,
219,3.966051675,6.917234779,177,31.95152947,28,10,36.09070572,1,0,,,,,,,,Adult,Productivity,Low,,
6,19.17817791,6.382773093,171,3.462153253,39,4,37.54842606,1,0,,,,,,,,Adult,Productivity,Low,,
104,13.41286627,9.061589136,127,3.947977203,65,16,46.73134907,0,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,60,16,35,6222,5.34,1.35,4.56,Young Adult,Social Media,Medium,11.25,2.106741573
353,11.21003973,5.068117969,104,3.581735953,37,3,35.92300096,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,24,21,33,6308,2.45,1.34,2.19,Adult,Social Media,Low,5.98,2.440816327
148,19.91704436,9.005489003,73,17.40011697,64,6,45.34952922,0,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,68,11,45,4854,5.08,1.15,2.26,Young Adult,Social Media,Medium,8.49,1.671259843
368,7.066560313,8.038476812,143,16.47488529,45,21,36.77058661,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,69,27,34,7293,4.19,0.29,1.98,Young Adult,Productivity,Low,6.46,1.54176611
,,,,,,,,,,11,8,45,4261,7.21,4.58,5.37,Teen,Social Media,Medium,17.16,2.380027739
,,,,,,,,,,89,9,35,3294,8.7,4.08,5.05,Teen,Social Media,High,17.83,2.049425287
348,3.968162676,5.208985286,18,33.54718894,25,23,30.15781678,1,0,,,,,,,,Adult,Productivity,Low,,
104,13.41286627,9.061589136,127,3.947977203,65,16,46.73134907,0,1,,,,,,,,Adult,Productivity,Low,,
191,15.6477914,3.11477706,166,8.821825223,47,26,41.99840979,1,0,,,,,,,,Adult,Productivity,Low,,
355,1.72372419,7.877854026,81,25.32881272,35,11,47.50529274,1,1,,,,,,,,Adult,Productivity,Low,,
52,4.871768447,8.97930733,10,16.55269132,88,17,47.83876383,1,1,,,,,,,,Adult,Productivity,Low,,
191,15.6477914,3.11477706,166,8.821825223,47,26,41.99840979,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,51,23,32,6173,7.45,1.33,0.02,Teen,Productivity,Medium,8.8,1.181208054
222,1.973724067,13.01486397,72,19.10848566,27,4,43.75911454,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,49,26,41,1580,9.75,4.16,4.84,Teen,Social Media,High,18.75,1.923076923
,,,,,,,,,,69,24,45,6225,6.49,2.06,2.12,Young Adult,Social Media,Medium,10.67,1.644067797
318,7.392728813,7.231532724,101,21.00096774,66,12,43.28892396,1,0,,,,,,,,Adult,Productivity,Low,,
210,7.95436019,8.869840662,179,32.70805692,26,20,43.29077503,1,0,,,,,,,,Adult,Productivity,Low,,
392,13.71087901,8.388246876,182,6.453603581,80,15,29.80777668,1,0,,,,,,,,Adult,Productivity,Low,,
117,4.333285111,13.9974241,100,29.5582036,59,12,43.15547665,0,0,,,,,,,,Adult,Productivity,Low,,
202,7.621953043,6.50134574,107,32.00242519,77,12,49.91935543,0,1,,,,,,,,Adult,Productivity,Low,,
226,12.35543817,8.818704748,142,12.35630188,5,3,49.29292077,0,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,61,7,36,3701,6.32,2.78,1.08,Young Adult,Gaming,Medium,10.18,1.610759494
,,,,,,,,,,82,10,45,6408,6.57,4.21,3.04,Young Adult,Gaming,Medium,13.82,2.103500761
,,,,,,,,,,81,9,37,7002,6.93,0.22,2.47,Young Adult,Social Media,Medium,9.62,1.388167388
155,5.134504343,6.163879897,148,25.62570048,69,8,38.96162501,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,17,10,37,6869,9.26,3.18,3.21,Teen,Social Media,High,15.65,1.690064795
219,17.76662497,6.82595066,133,33.71135872,19,3,39.34494741,0,0,,,,,,,,Adult,Productivity,Low,,
229,8.417126031,10.7909362,137,14.33314119,82,6,30.67303028,0,0,,,,,,,,Adult,Productivity,Low,,
167,0.917243584,1.974788555,114,18.85107103,48,26,36.67847813,0,0,,,,,,,,Adult,Productivity,Low,,
353,15.36717758,14.96550461,11,8.668364843,79,23,28.0708018,1,0,,,,,,,,Adult,Productivity,Low,,
48,6.000551859,8.234322288,156,1.113776309,80,13,41.7257084,1,0,,,,,,,,Adult,Productivity,Low,,
241,11.61941142,5.243830453,104,28.13163695,64,10,37.15538796,1,0,,,,,,,,Adult,Productivity,Low,,
205,5.14827526,13.18550527,115,21.34312701,17,20,41.04697535,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,56,25,37,4051,9.49,2.06,5.54,Teen,Social Media,High,17.09,1.800842993
,,,,,,,,,,93,10,30,1830,5.02,3.75,3.38,Young Adult,Gaming,Medium,12.15,2.420318725
,,,,,,,,,,13,28,48,2931,7.41,3.75,4.42,Teen,Social Media,Medium,15.58,2.102564103
284,11.8785859,8.001269321,46,19.03204939,70,10,35.19249556,1,0,,,,,,,,Adult,Productivity,Low,,
220,18.69881855,13.8644243,124,17.20701216,21,5,42.50578629,0,0,,,,,,,,Adult,Productivity,Low,,
151,9.606526329,10.72525803,39,34.46794785,17,20,38.58140358,0,0,,,,,,,,Adult,Productivity,Low,,
148,6.672025327,10.42107823,181,16.71130789,93,12,43.88556064,1,0,,,,,,,,Adult,Productivity,Low,,
40,11.51000413,7.498803083,151,33.6847198,80,13,41.5302853,1,0,,,,,,,,Adult,Productivity,Low,,
107,19.31184509,1.646003186,141,16.62917143,34,11,33.78847654,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,11,11,46,4736,8.57,3.48,3.29,Teen,Gaming,High,15.34,1.789964994
268,9.757069498,1.371702939,187,7.306078926,22,16,49.88705898,1,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,57,28,48,4343,9.97,0.23,1.35,Teen,Productivity,High,11.55,1.158475426
364,0.963675588,7.559210795,56,26.7400151,93,6,45.70975799,1,1,,,,,,,,Adult,Productivity,Low,,
265,14.9064486,1.429744264,63,17.70033559,6,10,47.62586316,1,1,,,,,,,,Adult,Productivity,Low,,
69,5.503704025,14.59799972,30,5.091517909,16,10,30.41419637,0,0,,,,,,,,Adult,Productivity,Low,,
191,12.55619944,3.418725326,125,28.87819519,60,2,28.92292692,0,0,,,,,,,,Adult,Productivity,Low,,
202,11.65282585,7.971108347,120,25.09144816,61,4,33.54930244,0,0,,,,,,,,Adult,Productivity,Low,,
411,18.88344293,8.488655211,55,9.115461064,61,28,34.4997851,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,30,18,40,2166,9.55,4.6,3.09,Teen,Gaming,High,17.24,1.805235602
383,8.727062678,4.857662332,179,18.51842943,82,15,45.27036396,1,1,,,,,,,,Adult,Productivity,Low,,
324,17.29693454,8.797985508,53,23.10568992,79,23,29.49979081,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,62,23,49,5146,8.49,4.98,0.19,Teen,Gaming,High,13.66,1.608951708
183,18.98800006,5.176756621,78,19.48848287,80,1,32.07430249,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,72,16,37,3849,6.43,1.21,5.4,Young Adult,Social Media,Medium,13.04,2.027993779
322,4.84807751,1.354988185,114,3.539610204,60,8,46.52396816,1,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,54,8,30,2243,3.87,4.03,5.85,Adult,Social Media,Low,13.75,3.552971576
349,19.30851142,9.048934163,144,2.596142143,7,15,40.05510876,1,0,,,,,,,,Adult,Productivity,Low,,
207,4.741238641,9.380318086,138,19.4699154,57,13,44.74179672,0,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,50,20,30,7484,5.48,3.49,4.24,Young Adult,Social Media,Medium,13.21,2.410583942
,,,,,,,,,,43,7,44,1559,8.25,1.37,2.99,Teen,Social Media,High,12.61,1.528484848
,,,,,,,,,,60,16,35,6222,5.34,1.35,4.56,Young Adult,Social Media,Medium,11.25,2.106741573
52,4.871768447,8.97930733,10,16.55269132,88,17,47.83876383,1,1,,,,,,,,Adult,Productivity,Low,,
148,19.91704436,9.005489003,73,17.40011697,64,6,45.34952922,0,1,,,,,,,,Adult,Productivity,Low,,
262,6.176740821,8.738381187,51,22.66587371,99,26,47.31543505,1,1,,,,,,,,Adult,Productivity,Low,,
43,11.16450027,6.882153278,150,25.54417935,58,21,41.27672867,0,0,,,,,,,,Adult,Productivity,Low,,
133,18.50040227,8.120916525,33,33.39005369,89,22,33.93605584,1,0,,,,,,,,Adult,Productivity,Low,,
107,19.31184509,1.646003186,141,16.62917143,34,11,33.78847654,0,0,,,,,,,,Adult,Productivity,Low,,
293,8.036535939,4.984987724,166,9.84793451,18,9,38.1078289,1,0,,,,,,,,Adult,Productivity,Low,,
174,5.08419019,0.999501852,1,7.548366945,8,14,48.30065819,0,1,,,,,,,,Adult,Productivity,Low,,
287,8.527071752,12.58680925,99,27.81943738,57,13,42.20783788,1,0,,,,,,,,Adult,Productivity,Low,,
176,8.579220353,4.777138905,134,26.35845841,37,8,41.55167991,0,0,,,,,,,,Adult,Productivity,Low,,
57,19.60859852,7.169349917,162,30.80662285,36,19,31.34454677,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,68,11,45,4854,5.08,1.15,2.26,Young Adult,Social Media,Medium,8.49,1.671259843
56,10.07069369,8.783782296,196,9.339708097,12,16,33.83102142,1,0,,,,,,,,Adult,Productivity,Low,,
70,5.551826434,1.363919987,188,19.91017899,65,18,49.55934725,1,1,,,,,,,,Adult,Productivity,Low,,
141,11.28114717,11.52830355,128,2.969295659,99,9,38.13186894,1,0,,,,,,,,Adult,Productivity,Low,,
92,18.71913638,4.232464432,37,24.4790479,53,26,38.93319662,0,0,,,,,,,,Adult,Productivity,Low,,
151,9.606526329,10.72525803,39,34.46794785,17,20,38.58140358,0,0,,,,,,,,Adult,Productivity,Low,,
49,7.607455756,0.882019666,2,9.795403244,82,10,40.81329848,0,0,,,,,,,,Adult,Productivity,Low,,
130,16.7555811,3.573591604,27,11.60636768,93,2,32.48878396,1,0,,,,,,,,Adult,Productivity,Low,,
164,2.089699255,3.065870412,4,28.93144021,56,28,31.62592595,0,0,,,,,,,,Adult,Productivity,Low,,
207,4.741238641,9.380318086,138,19.4699154,57,13,44.74179672,0,1,,,,,,,,Adult,Productivity,Low,,
389,1.251491565,4.354547766,104,19.164235,48,1,29.94920945,1,0,,,,,,,,Adult,Productivity,Low,,
205,13.80114803,5.69042518,55,26.42763454,66,10,37.62726873,0,0,,,,,,,,Adult,Productivity,Low,,
100,1.164357405,10.28434464,154,13.64233999,84,2,30.89803302,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,92,11,47,6211,8.94,1.26,5.84,Teen,Social Media,High,16.04,1.794183445
133,18.50040227,8.120916525,33,33.39005369,89,22,33.93605584,1,0,,,,,,,,Adult,Productivity,Low,,
32,13.14888044,10.46957386,148,20.03470662,24,9,30.81810642,0,0,,,,,,,,Adult,Productivity,Low,,
179,18.13136588,1.176617952,115,26.33219464,30,11,31.8464498,0,0,,,,,,,,Adult,Productivity,Low,,
272,9.702166898,9.111223122,75,33.10632359,33,8,44.12163398,1,1,,,,,,,,Adult,Productivity,Low,,
288,6.797428876,0.322725097,197,12.0987416,41,7,42.44252936,1,0,,,,,,,,Adult,Productivity,Low,,
288,4.213018762,12.76972189,29,1.03808379,10,21,34.44208481,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,82,10,45,6408,6.57,4.21,3.04,Young Adult,Gaming,Medium,13.82,2.103500761
350,13.96880861,12.41064248,40,8.151885717,97,20,39.37991924,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,30,11,47,7966,7.85,4.6,4.12,Teen,Gaming,Medium,16.57,2.110828025
211,16.15756824,8.481278126,8,31.01881315,18,15,35.77153099,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,33,23,34,2679,5.41,3.96,4.18,Young Adult,Social Media,Medium,13.55,2.504621072
205,13.80114803,5.69042518,55,26.42763454,66,10,37.62726873,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,61,7,36,3701,6.32,2.78,1.08,Young Adult,Gaming,Medium,10.18,1.610759494
,,,,,,,,,,84,19,32,6919,8.41,0.38,1.34,Teen,Productivity,High,10.13,1.20451843
,,,,,,,,,,73,24,49,5869,6.38,0.38,4.32,Young Adult,Social Media,Medium,11.08,1.736677116
134,19.48753935,10.83786843,165,33.75004622,86,6,38.15426444,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,94,27,43,7933,7.5,1.54,0.33,Teen,Productivity,Medium,9.37,1.249333333
,,,,,,,,,,24,21,33,6308,2.45,1.34,2.19,Adult,Social Media,Low,5.98,2.440816327
107,17.14085341,5.437159173,100,11.69628293,94,14,37.83845589,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,82,5,43,7799,3.02,0.41,5.07,Adult,Social Media,Low,8.5,2.814569536
37,8.902809372,1.313529265,32,30.24431176,93,16,28.84537968,1,1,,,,,,,,Adult,Productivity,Low,,
148,6.672025327,10.42107823,181,16.71130789,93,12,43.88556064,1,0,,,,,,,,Adult,Productivity,Low,,
67,17.74493971,7.135850624,32,30.39275793,98,23,31.83040538,1,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,80,13,45,4675,5.97,4.15,0.54,Young Adult,Gaming,Medium,10.66,1.78559464
,,,,,,,,,,90,28,30,6949,8.78,0.38,3.89,Teen,Social Media,High,13.05,1.486332574
76,5.649539917,5.854612341,104,33.9017792,26,14,40.1836493,0,0,,,,,,,,Adult,Productivity,Low,,
275,12.59509886,11.95725305,105,10.42703195,65,12,32.28169526,1,0,,,,,,,,Adult,Productivity,Low,,
191,12.55619944,3.418725326,125,28.87819519,60,2,28.92292692,0,0,,,,,,,,Adult,Productivity,Low,,
103,3.407687095,8.996718383,109,4.494941753,19,21,35.35324301,0,0,,,,,,,,Adult,Productivity,Low,,
235,18.73929822,10.85729664,37,15.69618665,37,4,48.74766843,0,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,31,17,45,1853,3.03,1.47,2.09,Adult,Social Media,Low,6.59,2.174917492
293,8.036535939,4.984987724,166,9.84793451,18,9,38.1078289,1,0,,,,,,,,Adult,Productivity,Low,,
237,19.17497579,1.363628263,186,28.83871187,54,28,43.97155802,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,71,23,33,3849,5.2,2.9,3.29,Young Adult,Social Media,Medium,11.39,2.190384615
67,2.853226539,8.253293873,115,22.41244938,12,21,35.14287039,0,0,,,,,,,,Adult,Productivity,Low,,
222,1.973724067,13.01486397,72,19.10848566,27,4,43.75911454,0,0,,,,,,,,Adult,Productivity,Low,,
281,9.928484932,6.198263993,1,23.77719379,54,5,36.86556393,1,0,,,,,,,,Adult,Productivity,Low,,
176,13.17651544,7.992423022,32,2.204360526,70,24,41.50653886,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,81,9,37,7002,6.93,0.22,2.47,Young Adult,Social Media,Medium,9.62,1.388167388
117,2.35794558,5.719467345,34,5.465394298,78,3,44.74467381,0,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,53,6,30,6237,9.57,1.26,1.47,Teen,Productivity,High,12.3,1.285266458
314,16.98852892,9.567832608,29,4.117777394,58,4,49.92733078,1,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,89,6,30,3660,4.09,1.3,0.51,Young Adult,Productivity,Low,5.9,1.442542787
,,,,,,,,,,69,24,45,6225,6.49,2.06,2.12,Young Adult,Social Media,Medium,10.67,1.644067797
,,,,,,,,,,24,5,47,1971,7.47,1.61,4.18,Teen,Social Media,Medium,13.26,1.775100402
302,1.601147487,0.232435931,190,5.961350517,75,1,29.28812044,1,0,,,,,,,,Adult,Productivity,Low,,
107,19.31184509,1.646003186,141,16.62917143,34,11,33.78847654,0,0,,,,,,,,Adult,Productivity,Low,,
402,19.59225952,5.987599296,67,4.721941242,35,1,29.56764801,1,0,,,,,,,,Adult,Productivity,Low,,
155,5.134504343,6.163879897,148,25.62570048,69,8,38.96162501,0,0,,,,,,,,Adult,Productivity,Low,,
135,2.491276491,12.67438806,57,1.172792754,60,25,42.96501114,0,0,,,,,,,,Adult,Productivity,Low,,
93,17.68153104,13.17939898,25,28.3352173,59,19,37.66925715,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,70,27,30,7614,9.55,4.62,5.25,Teen,Social Media,High,19.42,2.033507853
364,1.501281004,11.78079055,25,2.791250423,63,29,31.12948611,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,13,28,48,2931,7.41,3.75,4.42,Teen,Social Media,Medium,15.58,2.102564103
300,1.110293768,1.040227869,86,14.31542478,8,7,44.13951637,1,1,,,,,,,,Adult,Productivity,Low,,
117,7.16261329,0.090527946,109,1.035002315,89,12,32.69725006,1,0,,,,,,,,Adult,Productivity,Low,,
352,7.031898429,7.38669425,5,1.626542437,73,19,41.48467081,1,0,,,,,,,,Adult,Productivity,Low,,
371,5.442649652,14.52120779,171,1.008075802,74,4,29.2796035,1,0,,,,,,,,Adult,Productivity,Low,,
58,5.157856616,9.278092496,88,20.74574505,39,8,43.22754952,0,0,,,,,,,,Adult,Productivity,Low,,
56,10.07069369,8.783782296,196,9.339708097,12,16,33.83102142,1,0,,,,,,,,Adult,Productivity,Low,,
175,16.03889096,9.132950573,7,7.433532353,41,9,32.52511977,0,0,,,,,,,,Adult,Productivity,Low,,
194,7.995998162,11.54532023,118,4.721898355,41,13,46.2058337,0,1,,,,,,,,Adult,Productivity,Low,,
247,16.42649419,5.512084454,147,8.773255492,32,3,49.30675311,1,1,,,,,,,,Adult,Productivity,Low,,
330,14.84537983,8.618605196,149,19.98603087,35,13,43.30359922,1,0,,,,,,,,Adult,Productivity,Low,,
58,5.157856616,9.278092496,88,20.74574505,39,8,43.22754952,0,0,,,,,,,,Adult,Productivity,Low,,
176,8.579220353,4.777138905,134,26.35845841,37,8,41.55167991,0,0,,,,,,,,Adult,Productivity,Low,,
195,2.818764496,8.344493348,63,12.43659577,67,18,45.90734593,0,1,,,,,,,,Adult,Productivity,Low,,
235,0.404560352,9.749901462,46,18.72285061,9,17,42.52665983,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,58,17,45,5933,7.25,1.94,0.94,Teen,Productivity,Medium,10.13,1.397241379
414,19.63863368,6.928781427,179,21.42714718,40,20,31.01641353,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,89,9,35,3294,8.7,4.08,5.05,Teen,Social Media,High,17.83,2.049425287
384,0.872811215,2.742005722,32,3.209537922,40,22,33.30643207,1,0,,,,,,,,Adult,Productivity,Low,,
66,3.739033342,8.072030158,162,10.28061875,74,27,42.01843249,1,0,,,,,,,,Adult,Productivity,Low,,
384,0.872811215,2.742005722,32,3.209537922,40,22,33.30643207,1,0,,,,,,,,Adult,Productivity,Low,,
313,5.750027397,6.278753913,137,25.6195132,77,29,36.37371246,1,0,,,,,,,,Adult,Productivity,Low,,
206,5.198518178,13.66154561,49,11.0980978,98,26,37.37383445,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,20,9,47,4059,4.8,0.46,5.03,Young Adult,Social Media,Low,10.29,2.14375
203,8.783083049,1.58859466,55,24.1355253,79,12,40.75964332,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,16,29,32,5142,6.61,2.91,0.8,Young Adult,Gaming,Medium,10.32,1.561270802
,,,,,,,,,,13,21,42,5729,2.73,3.79,2.27,Adult,Gaming,Low,8.79,3.21978022
,,,,,,,,,,71,29,46,6691,4.79,1.4,3.22,Young Adult,Social Media,Low,9.41,1.964509395
37,8.902809372,1.313529265,32,30.24431176,93,16,28.84537968,1,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,13,29,32,1635,8.94,0.82,5.2,Teen,Social Media,High,14.96,1.673378076
,,,,,,,,,,12,14,45,2982,6.59,1.08,2.07,Young Adult,Social Media,Medium,9.74,1.477996965
194,7.995998162,11.54532023,118,4.721898355,41,13,46.2058337,0,1,,,,,,,,Adult,Productivity,Low,,
156,9.981567695,6.841306185,25,21.20945921,88,4,49.66273427,1,1,,,,,,,,Adult,Productivity,Low,,
261,6.903405368,11.25676267,67,24.65428596,40,18,28.91680381,1,0,,,,,,,,Adult,Productivity,Low,,
39,7.516468655,11.8876767,108,14.05477226,87,21,29.27117234,1,0,,,,,,,,Adult,Productivity,Low,,
314,16.98852892,9.567832608,29,4.117777394,58,4,49.92733078,1,1,,,,,,,,Adult,Productivity,Low,,
